seqNumber,startDate,userId,endDate,lastModifiedDate
1,/Date(1349049600000)/,50005514,/Date(1364688000000)/,/Date(1419896903000)/
1,/Date(1349049600000)/,50005536,/Date(1375228800000)/,/Date(1419895482000)/
1,/Date(1349049600000)/,50005540,/Date(1396224000000)/,/Date(1419895485000)/
1,/Date(1349049600000)/,50005578,/Date(1393545600000)/,/Date(1419895487000)/
1,/Date(1349049600000)/,50005618,/Date(1369958400000)/,/Date(1419881388000)/
1,/Date(1349049600000)/,50005649,/Date(1364688000000)/,/Date(1419895493000)/
1,/Date(1349049600000)/,50005662,/Date(1362009600000)/,/Date(1419895493000)/
1,/Date(1349049600000)/,50005663,/Date(1364688000000)/,/Date(1427285707000)/
1,/Date(1349049600000)/,50005741,/Date(1367280000000)/,/Date(1419895500000)/
1,/Date(1349049600000)/,50005755,/Date(1419984000000)/,/Date(1474113869000)/
1,/Date(1349049600000)/,50005761,/Date(1419984000000)/,/Date(1474113869000)/
1,/Date(1349049600000)/,50005799,/Date(1380499200000)/,/Date(1419895500000)/
1,/Date(1349049600000)/,50005835,/Date(1380499200000)/,/Date(1420058074000)/
1,/Date(1349049600000)/,50005847,/Date(1364688000000)/,/Date(1419896922000)/
1,/Date(1349049600000)/,50005850,/Date(1364688000000)/,/Date(1419896923000)/
1,/Date(1349049600000)/,50005869,/Date(1396224000000)/,/Date(1427285731000)/
1,/Date(1349049600000)/,50005895,/Date(1367280000000)/,/Date(1427285735000)/
1,/Date(1349049600000)/,50005953,/Date(1359590400000)/,/Date(1419896930000)/
1,/Date(1349049600000)/,50005959,/Date(1359590400000)/,/Date(1419895518000)/
1,/Date(1349049600000)/,50005965,/Date(1364688000000)/,/Date(1419896935000)/
1,/Date(1349049600000)/,50005974,/Date(1364688000000)/,/Date(1427285743000)/
1,/Date(1349049600000)/,50005975,/Date(1364688000000)/,/Date(1419896935000)/
1,/Date(1349049600000)/,50005983,/Date(1377907200000)/,/Date(1419896935000)/
1,/Date(1349049600000)/,50006061,/Date(1359590400000)/,/Date(1427285755000)/
1,/Date(1349049600000)/,50006116,/Date(1364688000000)/,/Date(1419886497000)/
1,/Date(1349049600000)/,50006121,/Date(1396224000000)/,/Date(1419894082000)/
1,/Date(1349049600000)/,50006129,/Date(1377907200000)/,/Date(1419894083000)/
1,/Date(1349049600000)/,50006130,/Date(1419984000000)/,/Date(1419894083000)/
1,/Date(1349049600000)/,50006183,/Date(1419984000000)/,/Date(1419894377000)/
1,/Date(1349049600000)/,50006212,/Date(1398816000000)/,/Date(1474113872000)/
1,/Date(1349049600000)/,50006219,/Date(1369958400000)/,/Date(1427285774000)/
1,/Date(1349049600000)/,50006254,/Date(1364688000000)/,/Date(1419886498000)/
1,/Date(1349049600000)/,50006268,/Date(1359590400000)/,/Date(1419894093000)/
1,/Date(1349049600000)/,50006274,/Date(1419984000000)/,/Date(1419886498000)/
1,/Date(1349049600000)/,50006279,/Date(1364688000000)/,/Date(1419886498000)/
1,/Date(1349049600000)/,50006293,/Date(1359590400000)/,/Date(1427285783000)/
1,/Date(1349049600000)/,50006345,/Date(1364688000000)/,/Date(1419894383000)/
1,/Date(1349049600000)/,50006390,/Date(1358640000000)/,/Date(1474803193000)/
1,/Date(1349049600000)/,50006421,/Date(1364688000000)/,/Date(1419894104000)/
1,/Date(1349049600000)/,50006454,/Date(1419984000000)/,/Date(1474113880000)/
1,/Date(1349049600000)/,50006462,/Date(1367280000000)/,/Date(1419896953000)/
1,/Date(1349049600000)/,50006516,/Date(1377907200000)/,/Date(1419896964000)/
1,/Date(1349049600000)/,50006532,/Date(1364688000000)/,/Date(1419896966000)/
1,/Date(1349049600000)/,50006535,/Date(1364688000000)/,/Date(1419896966000)/
1,/Date(1349049600000)/,50006582,/Date(1393545600000)/,/Date(1419896973000)/
1,/Date(1349049600000)/,50006605,/Date(1364688000000)/,/Date(1422288096000)/
1,/Date(1349049600000)/,50006606,/Date(1393545600000)/,/Date(1419896978000)/
1,/Date(1349049600000)/,50006675,/Date(1396224000000)/,/Date(1419897001000)/
1,/Date(1349049600000)/,50006697,/Date(1377907200000)/,/Date(1419894400000)/
1,/Date(1349049600000)/,50006739,/Date(1383177600000)/,/Date(1419886497000)/
1,/Date(1349049600000)/,50006776,/Date(1364688000000)/,/Date(1419897009000)/
1,/Date(1349049600000)/,50006794,/Date(1380499200000)/,/Date(1511450082000)/
1,/Date(1349049600000)/,50006850,/Date(1364688000000)/,/Date(1499758029000)/
1,/Date(1349049600000)/,50006916,/Date(1364688000000)/,/Date(1419886500000)/
1,/Date(1349049600000)/,50006922,/Date(1364688000000)/,/Date(1419894402000)/
1,/Date(1349049600000)/,50006977,/Date(1364688000000)/,/Date(1419894114000)/
1,/Date(1349049600000)/,50006981,/Date(1393545600000)/,/Date(1419894406000)/
1,/Date(1349049600000)/,50006985,/Date(1377907200000)/,/Date(1419894406000)/
1,/Date(1349049600000)/,50006995,/Date(1393545600000)/,/Date(1419894115000)/
1,/Date(1349049600000)/,50007001,/Date(1388448000000)/,/Date(1419894409000)/
1,/Date(1349049600000)/,50007004,/Date(1393545600000)/,/Date(1419894409000)/
1,/Date(1349049600000)/,50007011,/Date(1393545600000)/,/Date(1419894117000)/
1,/Date(1349049600000)/,50007031,/Date(1393545600000)/,/Date(1419894412000)/
1,/Date(1349049600000)/,50007047,/Date(1372550400000)/,/Date(1420041350000)/
1,/Date(1349049600000)/,50007063,/Date(1393545600000)/,/Date(1419894124000)/
1,/Date(1349049600000)/,50007069,/Date(1384560000000)/,/Date(1422362647000)/
1,/Date(1349049600000)/,50007071,/Date(1393545600000)/,/Date(1419894416000)/
1,/Date(1349049600000)/,50007079,/Date(1364688000000)/,/Date(1419889809000)/
1,/Date(1349049600000)/,50007089,/Date(1393545600000)/,/Date(1419894126000)/
1,/Date(1349049600000)/,50007109,/Date(1367280000000)/,/Date(1419894130000)/
1,/Date(1349049600000)/,50007120,/Date(1364688000000)/,/Date(1419894419000)/
1,/Date(1349049600000)/,50007545,/Date(1364688000000)/,/Date(1517502224000)/
1,/Date(1349049600000)/,50007561,/Date(1372550400000)/,/Date(1427285952000)/
1,/Date(1349049600000)/,50007567,/Date(1360454400000)/,/Date(1517569258000)/
1,/Date(1349049600000)/,50007568,/Date(1364688000000)/,/Date(1517502227000)/
1,/Date(1349049600000)/,50007570,/Date(1364688000000)/,/Date(1419876712000)/
1,/Date(1349049600000)/,50007622,/Date(1358640000000)/,/Date(1536063067000)/
1,/Date(1349049600000)/,50007681,/Date(1364688000000)/,/Date(1499758500000)/
1,/Date(1349049600000)/,50007688,/Date(1398816000000)/,/Date(1474109818000)/
1,/Date(1349049600000)/,50007696,/Date(1369958400000)/,/Date(1517502279000)/
1,/Date(1349049600000)/,50007762,/Date(1357084800000)/,/Date(1499758511000)/
1,/Date(1349049600000)/,50007802,/Date(1364688000000)/,/Date(1517502303000)/
1,/Date(1349049600000)/,50008028,/Date(1364688000000)/,/Date(1499758524000)/
1,/Date(1349049600000)/,50008069,/Date(1364083200000)/,/Date(1419876712000)/
1,/Date(1349049600000)/,50008126,/Date(1364688000000)/,/Date(1517502333000)/
1,/Date(1349049600000)/,50008134,/Date(1364688000000)/,/Date(1499758528000)/
1,/Date(1349049600000)/,50008254,/Date(1419724800000)/,/Date(1419885928000)/
1,/Date(1349049600000)/,50008261,/Date(1364083200000)/,/Date(1420036335000)/
1,/Date(1349049600000)/,50008272,/Date(1364083200000)/,/Date(1419885934000)/
1,/Date(1349049600000)/,50008291,/Date(1364083200000)/,/Date(1419885939000)/
1,/Date(1349049600000)/,50008293,/Date(1359590400000)/,/Date(1419885939000)/
1,/Date(1349049600000)/,50008389,/Date(1364083200000)/,/Date(1419885274000)/
1,/Date(1349049600000)/,50008393,/Date(1364083200000)/,/Date(1419885278000)/
1,/Date(1349049600000)/,50008469,/Date(1359590400000)/,/Date(1419881430000)/
1,/Date(1349049600000)/,50008540,/Date(1364083200000)/,/Date(1419885959000)/
1,/Date(1349049600000)/,50008543,/Date(1364083200000)/,/Date(1419885959000)/
1,/Date(1349049600000)/,50008597,/Date(1359590400000)/,/Date(1419885969000)/
1,/Date(1349049600000)/,50008620,/Date(1364083200000)/,/Date(1419885975000)/
1,/Date(1349049600000)/,50008630,/Date(1364083200000)/,/Date(1419885976000)/
1,/Date(1349049600000)/,50008658,/Date(1364083200000)/,/Date(1419885988000)/
1,/Date(1349049600000)/,50008662,/Date(1364083200000)/,/Date(1419885989000)/
1,/Date(1349049600000)/,50008828,/Date(1360022400000)/,/Date(1427286104000)/
1,/Date(1349049600000)/,50008865,/Date(1364083200000)/,/Date(1419886020000)/
1,/Date(1349049600000)/,50008884,/Date(1364083200000)/,/Date(1419886024000)/
1,/Date(1349049600000)/,50008888,/Date(1390694400000)/,/Date(1419886026000)/
1,/Date(1349049600000)/,50008891,/Date(1364083200000)/,/Date(1419886027000)/
1,/Date(1349049600000)/,50009046,/Date(1364083200000)/,/Date(1419885326000)/
1,/Date(1349049600000)/,50009111,/Date(1372550400000)/,/Date(1419885343000)/
1,/Date(1349049600000)/,50009189,/Date(1364083200000)/,/Date(1419885373000)/
1,/Date(1349049600000)/,50009239,/Date(1364083200000)/,/Date(1419886050000)/
1,/Date(1349049600000)/,50009413,/Date(1364083200000)/,/Date(1419886072000)/
1,/Date(1349049600000)/,50009466,/Date(1364083200000)/,/Date(1420036716000)/
1,/Date(1349049600000)/,50009468,/Date(1364083200000)/,/Date(1419886077000)/
1,/Date(1349049600000)/,50009549,/Date(1364083200000)/,/Date(1419885396000)/
1,/Date(1349049600000)/,50009553,/Date(1364083200000)/,/Date(1419886087000)/
1,/Date(1349049600000)/,50009563,/Date(1364083200000)/,/Date(1427286164000)/
1,/Date(1349049600000)/,50009684,/Date(1364083200000)/,/Date(1419885409000)/
1,/Date(1349049600000)/,50009833,/Date(1364083200000)/,/Date(1536245661000)/
1,/Date(1349049600000)/,50009848,/Date(1364083200000)/,/Date(1536245665000)/
1,/Date(1349049600000)/,50009896,/Date(1372550400000)/,/Date(1536245696000)/
1,/Date(1349049600000)/,50009897,/Date(1364083200000)/,/Date(1536245696000)/
1,/Date(1349049600000)/,50009903,/Date(1419984000000)/,/Date(1536249275000)/
1,/Date(1349049600000)/,50009905,/Date(1393113600000)/,/Date(1419876713000)/
1,/Date(1349049600000)/,50010004,/Date(1364083200000)/,/Date(1419886123000)/
1,/Date(1349049600000)/,50010040,/Date(1364083200000)/,/Date(1419885418000)/
1,/Date(1349049600000)/,50010110,/Date(1364083200000)/,/Date(1419885423000)/
1,/Date(1349049600000)/,50010255,/Date(1364083200000)/,/Date(1419885448000)/
1,/Date(1349049600000)/,50010362,/Date(1359244800000)/,/Date(1419885475000)/
1,/Date(1349049600000)/,50010392,/Date(1419724800000)/,/Date(1439308828000)/
1,/Date(1349049600000)/,50010392-1,/Date(1372550400000)/,/Date(1419889822000)/
1,/Date(1349049600000)/,50010540,/Date(1395532800000)/,/Date(1419885509000)/
1,/Date(1349049600000)/,50010583,/Date(1372550400000)/,/Date(1419885518000)/
1,/Date(1349049600000)/,50010601,/Date(1364083200000)/,/Date(1419886181000)/
1,/Date(1349049600000)/,50011119,/Date(1364083200000)/,/Date(1419894443000)/
1,/Date(1349049600000)/,50011152,/Date(1377388800000)/,/Date(1419885583000)/
1,/Date(1349049600000)/,50011269,/Date(1364083200000)/,/Date(1419894453000)/
1,/Date(1349049600000)/,50011340,/Date(1364083200000)/,/Date(1419894460000)/
1,/Date(1349049600000)/,50011405,/Date(1359590400000)/,/Date(1427286298000)/
1,/Date(1349049600000)/,50011407,/Date(1364688000000)/,/Date(1419877047000)/
1,/Date(1349049600000)/,50011461,/Date(1375228800000)/,/Date(1419894466000)/
1,/Date(1349049600000)/,50011464,/Date(1375228800000)/,/Date(1419894466000)/
1,/Date(1349049600000)/,50011477,/Date(1375228800000)/,/Date(1419894468000)/
1,/Date(1349049600000)/,50011483,/Date(1375228800000)/,/Date(1420227200000)/
1,/Date(1349049600000)/,50011485,/Date(1375228800000)/,/Date(1419894472000)/
1,/Date(1349049600000)/,50011487,/Date(1375228800000)/,/Date(1419894472000)/
1,/Date(1349049600000)/,50011488,/Date(1375228800000)/,/Date(1419894472000)/
1,/Date(1349049600000)/,50011498,/Date(1375228800000)/,/Date(1419894473000)/
1,/Date(1349049600000)/,50011500,/Date(1375228800000)/,/Date(1419894475000)/
1,/Date(1349049600000)/,50011508,/Date(1359331200000)/,/Date(1419894479000)/
1,/Date(1349049600000)/,50011520,/Date(1367280000000)/,/Date(1474113961000)/
1,/Date(1349049600000)/,50011521,/Date(1364688000000)/,/Date(1427286306000)/
1,/Date(1349049600000)/,50011525,/Date(1375228800000)/,/Date(1419894480000)/
1,/Date(1349049600000)/,50011531,/Date(1364688000000)/,/Date(1427814894000)/
1,/Date(1349049600000)/,50011533,/Date(1375228800000)/,/Date(1419894482000)/
1,/Date(1349049600000)/,50011545,/Date(1375228800000)/,/Date(1420217229000)/
1,/Date(1349049600000)/,50011554,/Date(1357344000000)/,/Date(1427286311000)/
1,/Date(1349049600000)/,50011555,/Date(1375228800000)/,/Date(1419894485000)/
1,/Date(1349049600000)/,50011566,/Date(1375228800000)/,/Date(1419894489000)/
1,/Date(1349049600000)/,50011598,/Date(1388448000000)/,/Date(1419879561000)/
1,/Date(1349049600000)/,50011611,/Date(1364688000000)/,/Date(1419894499000)/
1,/Date(1349049600000)/,50011613,/Date(1396224000000)/,/Date(1419894499000)/
1,/Date(1349049600000)/,50011614,/Date(1364688000000)/,/Date(1419894499000)/
1,/Date(1349049600000)/,50011628,/Date(1362355200000)/,/Date(1419894503000)/
1,/Date(1349049600000)/,50011632,/Date(1368316800000)/,/Date(1419894505000)/
1,/Date(1349049600000)/,50011636,/Date(1419984000000)/,/Date(1474113961000)/
1,/Date(1349049600000)/,50011641,/Date(1375228800000)/,/Date(1419894507000)/
1,/Date(1349049600000)/,50011647,/Date(1375228800000)/,/Date(1419894509000)/
1,/Date(1349049600000)/,50011651,/Date(1364688000000)/,/Date(1419894510000)/
1,/Date(1349049600000)/,50011668,/Date(1375228800000)/,/Date(1419894517000)/
1,/Date(1349049600000)/,50011673,/Date(1375228800000)/,/Date(1419894517000)/
1,/Date(1349049600000)/,50011675,/Date(1375228800000)/,/Date(1419894518000)/
1,/Date(1349049600000)/,50011680,/Date(1372550400000)/,/Date(1419894177000)/
1,/Date(1349049600000)/,50011692,/Date(1380499200000)/,/Date(1419894518000)/
1,/Date(1349049600000)/,50011697,/Date(1375228800000)/,/Date(1419894522000)/
1,/Date(1349049600000)/,50011704,/Date(1375228800000)/,/Date(1419894179000)/
1,/Date(1349049600000)/,50011728,/Date(1375228800000)/,/Date(1419894524000)/
1,/Date(1349049600000)/,50011750,/Date(1396224000000)/,/Date(1419894529000)/
1,/Date(1349049600000)/,50011764,/Date(1375228800000)/,/Date(1419894531000)/
1,/Date(1349049600000)/,50011767,/Date(1364688000000)/,/Date(1419894531000)/
1,/Date(1349049600000)/,50011768,/Date(1364688000000)/,/Date(1419894531000)/
1,/Date(1349049600000)/,50011783,/Date(1364688000000)/,/Date(1419894536000)/
1,/Date(1349049600000)/,50011784,/Date(1419984000000)/,/Date(1474113961000)/
1,/Date(1349049600000)/,50011797,/Date(1419984000000)/,/Date(1474113964000)/
1,/Date(1349049600000)/,50011825,/Date(1375228800000)/,/Date(1419894545000)/
1,/Date(1349049600000)/,50011835,/Date(1375228800000)/,/Date(1419879359000)/
1,/Date(1349049600000)/,50011845,/Date(1362009600000)/,/Date(1419894549000)/
1,/Date(1349049600000)/,50011861,/Date(1375228800000)/,/Date(1419894555000)/
1,/Date(1349049600000)/,50011875,/Date(1358640000000)/,/Date(1427286331000)/
1,/Date(1349049600000)/,50011876,/Date(1375228800000)/,/Date(1419894556000)/
1,/Date(1349049600000)/,50011877,/Date(1375228800000)/,/Date(1419894559000)/
1,/Date(1349049600000)/,50011881,/Date(1375228800000)/,/Date(1419894559000)/
1,/Date(1349049600000)/,50011882,/Date(1359590400000)/,/Date(1427286331000)/
1,/Date(1349049600000)/,50011884,/Date(1375228800000)/,/Date(1420215869000)/
1,/Date(1349049600000)/,50011885,/Date(1375228800000)/,/Date(1419894560000)/
1,/Date(1349049600000)/,50011898,/Date(1372550400000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011901,/Date(1372550400000)/,/Date(1420057177000)/
1,/Date(1349049600000)/,50011903,/Date(1375228800000)/,/Date(1419894179000)/
1,/Date(1349049600000)/,50011912,/Date(1364688000000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011920,/Date(1375228800000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011946,/Date(1357689600000)/,/Date(1419894179000)/
1,/Date(1349049600000)/,50011948,/Date(1375228800000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011949,/Date(1375228800000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011952,/Date(1375228800000)/,/Date(1419894179000)/
1,/Date(1349049600000)/,50012002,/Date(1367280000000)/,/Date(1419894180000)/
1,/Date(1349049600000)/,50012009,/Date(1367280000000)/,/Date(1419894565000)/
1,/Date(1349049600000)/,50012014,/Date(1367280000000)/,/Date(1419894568000)/
1,/Date(1349049600000)/,50012022,/Date(1364688000000)/,/Date(1419894569000)/
1,/Date(1349049600000)/,50012029,/Date(1363392000000)/,/Date(1419894183000)/
1,/Date(1349049600000)/,50012036,/Date(1375228800000)/,/Date(1419894569000)/
1,/Date(1349049600000)/,50012042,/Date(1367280000000)/,/Date(1419894570000)/
1,/Date(1349049600000)/,50012043,/Date(1360368000000)/,/Date(1419894183000)/
1,/Date(1349049600000)/,50012044,/Date(1364688000000)/,/Date(1419894570000)/
1,/Date(1349049600000)/,50012048,/Date(1375228800000)/,/Date(1419894572000)/
1,/Date(1349049600000)/,50012050,/Date(1377907200000)/,/Date(1419894572000)/
1,/Date(1349049600000)/,50012056,/Date(1375228800000)/,/Date(1419894185000)/
1,/Date(1349049600000)/,50012059,/Date(1375228800000)/,/Date(1419894185000)/
1,/Date(1349049600000)/,50012075,/Date(1375228800000)/,/Date(1419894575000)/
1,/Date(1349049600000)/,50012077,/Date(1369958400000)/,/Date(1419894575000)/
1,/Date(1349049600000)/,50012082,/Date(1372550400000)/,/Date(1419894187000)/
1,/Date(1349049600000)/,50012084,/Date(1372550400000)/,/Date(1419894579000)/
1,/Date(1349049600000)/,50012085,/Date(1372550400000)/,/Date(1419894579000)/
1,/Date(1349049600000)/,50012097,/Date(1375228800000)/,/Date(1419894187000)/
1,/Date(1349049600000)/,50012107,/Date(1364688000000)/,/Date(1419894190000)/
1,/Date(1349049600000)/,50012108,/Date(1364688000000)/,/Date(1419894581000)/
1,/Date(1349049600000)/,50012110,/Date(1375228800000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012112,/Date(1362009600000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012113,/Date(1375228800000)/,/Date(1419889825000)/
1,/Date(1349049600000)/,50012114,/Date(1375228800000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012118,/Date(1375228800000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012123,/Date(1372550400000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012132,/Date(1375228800000)/,/Date(1419894192000)/
1,/Date(1349049600000)/,50012147,/Date(1375228800000)/,/Date(1419894585000)/
1,/Date(1349049600000)/,50012150,/Date(1364688000000)/,/Date(1419894586000)/
1,/Date(1349049600000)/,50012151,/Date(1375228800000)/,/Date(1419894586000)/
1,/Date(1349049600000)/,50012152,/Date(1364688000000)/,/Date(1419894192000)/
1,/Date(1349049600000)/,50012153,/Date(1375228800000)/,/Date(1419894586000)/
1,/Date(1349049600000)/,50012155,/Date(1364688000000)/,/Date(1419894589000)/
1,/Date(1349049600000)/,50012175,/Date(1359590400000)/,/Date(1419894194000)/
1,/Date(1349049600000)/,50012179,/Date(1372550400000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012184,/Date(1375228800000)/,/Date(1419894196000)/
1,/Date(1349049600000)/,50012186,/Date(1375228800000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012190,/Date(1364688000000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012191,/Date(1375228800000)/,/Date(1419894196000)/
1,/Date(1349049600000)/,50012194,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012195,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012196,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012199,/Date(1375228800000)/,/Date(1427286345000)/
1,/Date(1349049600000)/,50012200,/Date(1364688000000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012201,/Date(1375228800000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012202,/Date(1375228800000)/,/Date(1419894595000)/
1,/Date(1349049600000)/,50012203,/Date(1375228800000)/,/Date(1419894595000)/
1,/Date(1349049600000)/,50012210,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012211,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012216,/Date(1375228800000)/,/Date(1419894595000)/
1,/Date(1349049600000)/,50012228,/Date(1375228800000)/,/Date(1419894598000)/
1,/Date(1349049600000)/,50012240,/Date(1385769600000)/,/Date(1420214630000)/
1,/Date(1349049600000)/,50012242,/Date(1375228800000)/,/Date(1419894602000)/
1,/Date(1349049600000)/,50012271,/Date(1359590400000)/,/Date(1419894606000)/
1,/Date(1349049600000)/,50012272,/Date(1375228800000)/,/Date(1419894606000)/
1,/Date(1349049600000)/,50012273,/Date(1375228800000)/,/Date(1419894607000)/
1,/Date(1349049600000)/,50012284,/Date(1375228800000)/,/Date(1419894607000)/
1,/Date(1349049600000)/,50012292,/Date(1375228800000)/,/Date(1419894608000)/
1,/Date(1349049600000)/,50012300,/Date(1375228800000)/,/Date(1419894609000)/
1,/Date(1349049600000)/,50012301,/Date(1373414400000)/,/Date(1419894613000)/
1,/Date(1349049600000)/,50012302,/Date(1359590400000)/,/Date(1420213629000)/
1,/Date(1349049600000)/,50012304,/Date(1375228800000)/,/Date(1419894613000)/
1,/Date(1349049600000)/,50012308,/Date(1372550400000)/,/Date(1427286353000)/
1,/Date(1349049600000)/,50012324,/Date(1360800000000)/,/Date(1419894615000)/
1,/Date(1349049600000)/,50012326,/Date(1375228800000)/,/Date(1419894616000)/
1,/Date(1349049600000)/,50012328,/Date(1371600000000)/,/Date(1419894616000)/
1,/Date(1349049600000)/,50012329,/Date(1375228800000)/,/Date(1419894618000)/
1,/Date(1349049600000)/,50012342,/Date(1375228800000)/,/Date(1419894621000)/
1,/Date(1349049600000)/,50012344,/Date(1375228800000)/,/Date(1419894621000)/
1,/Date(1349049600000)/,50012346,/Date(1375228800000)/,/Date(1420214800000)/
1,/Date(1349049600000)/,50012347,/Date(1375228800000)/,/Date(1419894622000)/
1,/Date(1349049600000)/,50012348,/Date(1375228800000)/,/Date(1419894622000)/
1,/Date(1349049600000)/,50012349,/Date(1357776000000)/,/Date(1419894623000)/
1,/Date(1349049600000)/,50012363,/Date(1364688000000)/,/Date(1427814894000)/
1,/Date(1349049600000)/,50012387,/Date(1364688000000)/,/Date(1419894200000)/
1,/Date(1349049600000)/,50012457,/Date(1364688000000)/,/Date(1419876713000)/
1,/Date(1349049600000)/,50012568,/Date(1359590400000)/,/Date(1427286367000)/
1,/Date(1349049600000)/,50012720,/Date(1364688000000)/,/Date(1419886659000)/
1,/Date(1349049600000)/,50012721,/Date(1364688000000)/,/Date(1419886659000)/
